;Players;Values
2;Martin Sourzac;300 Tsd. €  
3;Lucas Dias; 
4;Anthony Briancon;5,00 Mio. €  
5;Loïck Landre;3,50 Mio. €  
6;Hervé Lybohy;150 Tsd. €  
7;Faitout Maouassa;8,00 Mio. €  
8;Florian Miguel;1,50 Mio. €  
9;Féthi Harek;250 Tsd. €  
10;Théo Sainte-Luce; 
11;Sofiane Alakouch;5,00 Mio. €  
12;Gaëtan Paquiez;1,00 Mio. €  
13;Abdel Malik Hsissane;200 Tsd. €  
14;Mustapha Diallo;- 
15;Téji Savanier;12,00 Mio. €  
16;Antonin Bobichon;5,00 Mio. €  
17;Jordan Ferri;4,00 Mio. €  
18;Théo Valls;2,50 Mio. €  
19;Pierrick Valdivia;600 Tsd. €  
20;Renaud Ripart;4,00 Mio. €  
21;Lucas Buades; 
22;Denis Bouanga;6,00 Mio. €  
23;Panagiotis Vlachodimos;700 Tsd. €  
24;Sada Thioub;5,50 Mio. €  
25;Rachid Alioui;4,00 Mio. €  
26;Umut Bozok;4,00 Mio. €  
27;Baptiste Guillaume;3,00 Mio. €  
28;Clément Depres;1,50 Mio. €  
29;Kévin Denkey;300 Tsd. €  
30;Sami Ben Amar;150 Tsd. €  
0;Rúnar Alex Rúnarsson;3,00 Mio. €  
1;Bobby Allain;800 Tsd. €  
2;Lévi Ntumba;300 Tsd. €  
3;Cédric Yambéré;2,50 Mio. €  
4;Wesley Lautoa;2,00 Mio. €  
5;Nayef Aguerd;1,50 Mio. €  
6;Senou Coulibaly;1,00 Mio. €  
7;Laurent Ciman;600 Tsd. €  
8;Théo Barbet; 
9;Oussama Haddadi;3,50 Mio. €  
10;Arnold Bouka Moutou;750 Tsd. €  
11;Alexandre Tégar; 
12;Valentin Rosier;8,00 Mio. €  
13;Mickaël Alphonse;900 Tsd. €  
14;Fouad Chafik;800 Tsd. €  
15;Théo Godard; 
16;Eden Massouema;500 Tsd. €  
17;Enzo Loiodice;5,50 Mio. €  
18;Romain Amalfitano;2,00 Mio. €  
19;Mehdi Abeid;1,75 Mio. €  
20;Jordan Marié;1,50 Mio. €  
21;Florent Balmont;250 Tsd. €  
22;Yoann Gourcuff;2,00 Mio. €  
23;Frédéric Sammaritano;500 Tsd. €  
24;Naïm Sliti;7,00 Mio. €  
25;Jules Keita;2,00 Mio. €  
26;Chang-hoon Kwon;5,50 Mio. €  
27;Wesley Saïd;6,00 Mio. €  
28;Julio Tavarès;3,00 Mio. €  
29;Benjamin Jeannot;2,50 Mio. €  
30;Sory Kaba;2,00 Mio. €  
31;Sory Doumbouya;150 Tsd. €  
